course_id,course_code,course_name,degree,year,semester,credits,subject_area,course_type
353,IS4107,Deployment Engineering,Information Systems,4,1,1,Cloud Computing,Core
354,IS4108,Digital Image Processing,Information Systems,4,1,2,Artificial Intelligence,Elective
355,IS4109,Emerging Technologies in ICT,Information Systems,4,1,2,Other,Elective
356,IS4110,Blockchain Technologies,Information Systems,4,1,2,Cyber Security,Elective
357,IS4111,Social Aspects and Professional Practices,Information Systems,4,1,2,Other,Elective
358,IS4112,Natural Language Processing,Information Systems,4,1,2,Artificial Intelligence,Elective
359,IS4113,Individual Research Project,Information Systems,4,1,2,Other,Core
360,IS4201,Individual Research Project,Information Systems,4,2,7,Other,Core
361,IS4202,Industrial Training,Information Systems,4,2,6,Other,NGPA
362,CE1101,Computer Systems Architecture,Computer Engineering,1,1,3,Systems & Operating Systems,Core
363,CE1102,Foundation of Computer Engineering,Computer Engineering,1,1,2,Other,Core
364,CE1103,Fundamentals of Programming,Computer Engineering,1,1,2,Programming,Core
365,CE1104,Programming Laboratory,Computer Engineering,1,1,1,Programming,Core
366,CE1105,Fundamentals of Databases,Computer Engineering,1,1,2,Database,Core
367,CE1106,Software Development Methodologies,Computer Engineering,1,1,2,Software Engineering,Core
368,CE1107,Probability and Statistics,Computer Engineering,1,1,3,Statistics,Core
369,CE1108,Engineering Mathematics,Computer Engineering,1,1,2,Mathematics,Core
370,CE1109,English: Basic Study Skills for CS/SE/CE,Computer Engineering,1,1,2,Other,NGPA
371,CE1110,Leadership Training,Computer Engineering,1,1,2,Other,NGPA
372,CE1111,Group Project in Hardware,Computer Engineering,1,1,1,Systems & Operating Systems,Core
373,CE1201,Group Project in Hardware,Computer Engineering,1,2,1,Systems & Operating Systems,Core
374,CE1202,Fundamentals of Electrical Engineering,Computer Engineering,1,2,2,Systems & Operating Systems,Core
375,CE1203,Basic Electronics,Computer Engineering,1,2,2,Systems & Operating Systems,Core
376,CE1204,Object Oriented Programming,Computer Engineering,1,2,3,Programming,Core
377,CE1205,Web Development,Computer Engineering,1,2,2,Other,Core
378,CE1206,Computer Networks,Computer Engineering,1,2,3,Networking,Core
379,CE1207,Discrete Mathematics,Computer Engineering,1,2,2,Mathematics,Core
380,CE1208,Creative Media Tools,Computer Engineering,1,2,1,Other,Core
381,CE1209,English: Advanced Study Skills for CS/SE/CE,Computer Engineering,1,2,2,Other,NGPA
382,CE2101,Digital Electronics and Systems,Computer Engineering,2,1,3,Systems & Operating Systems,Core
383,CE2102,Data Structures and Algorithms,Computer Engineering,2,1,2,Algorithms & Data Structures,Core
384,CE2103,Operating Systems,Computer Engineering,2,1,2,Systems & Operating Systems,Core
385,CE2104,Advanced Object Oriented Programming,Computer Engineering,2,1,2,Programming,Core
386,CE2105,Mobile Computing,Computer Engineering,2,1,2,Other,Core
387,CE2106,Requirements Engineering,Computer Engineering,2,1,2,Software Engineering,Core
388,CE2107,Calculus,Computer Engineering,2,1,2,Mathematics,Core
389,CE2108,Statistical Distributions and Inference,Computer Engineering,2,1,2,Statistics,Core
390,CE2109,Principles of Management,Computer Engineering,2,1,2,Other,NGPA
391,CE2110,Writing and Speaking Skills,Computer Engineering,2,1,2,Other,NGPA
392,CE2201,Engineering Drawing,Computer Engineering,2,2,2,Other,Core
393,CE2202,Advanced Computer Architecture,Computer Engineering,2,2,3,Systems & Operating Systems,Core
394,CE2203,Computer Interfacing and Microprocessors,Computer Engineering,2,2,2,Systems & Operating Systems,Core
395,CE2204,Rapid Application Development,Computer Engineering,2,2,3,Programming,Core
396,CE2205,Artificial Intelligence,Computer Engineering,2,2,3,Artificial Intelligence,Core
397,CE2206,Advanced Data Structures and Algorithms,Computer Engineering,2,2,2,Algorithms & Data Structures,Core
398,CE2207,Numerical Methods,Computer Engineering,2,2,2,Mathematics,Core
399,CE2208,Research Writing Skills,Computer Engineering,2,2,2,Other,NGPA
400,CE3101,Micro Controllers and Embedded Systems,Computer Engineering,3,1,2,Systems & Operating Systems,Core
401,CE3102,Embedded Systems Laboratory,Computer Engineering,3,1,1,Systems & Operating Systems,Core
402,CE3103,Research Methodology,Computer Engineering,3,1,2,Other,Core
403,CE3104,Digital Signal Processing,Computer Engineering,3,1,2,Systems & Operating Systems,Core
404,CE3105,Design Project,Computer Engineering,3,1,2,Systems & Operating Systems,Core
405,CE3106,Computer and Network Security,Computer Engineering,3,1,2,Cyber Security,Core
406,CE3107,Essentials of Computer Law,Computer Engineering,3,1,2,Other,NGPA
407,CE3108,Applied Mechanics,Computer Engineering,3,1,2,Other,Elective
408,CE3109,Enterprise Systems Administration,Computer Engineering,3,1,2,Systems & Operating Systems,Elective
409,CE3110,UX and UI Engineering,Computer Engineering,3,1,2,Software Engineering,Elective
410,CE3111,Data Mining and Business Intelligence,Computer Engineering,3,1,2,Data Analysis,Elective
411,CE3112,Digital Image Processing,Computer Engineering,3,1,2,Artificial Intelligence,Elective
412,CE3113,Expert Systems and Logic Programming,Computer Engineering,3,1,2,Artificial Intelligence,Elective
413,CE3114,Cloud Computing,Computer Engineering,3,1,2,Cloud Computing,Elective
414,CE3115,Big Data Analytics,Computer Engineering,3,1,2,Data Analysis,Elective
415,CE3201,Computer Systems Engineering,Computer Engineering,3,2,2,Systems & Operating Systems,Core
416,CE3202,Digital Systems Design,Computer Engineering,3,2,2,Systems & Operating Systems,Core
417,CE3203,Independent Research Study,Computer Engineering,3,2,2,Other,Core
418,CE3204,Electrical Properties of Materials,Computer Engineering,3,2,2,Systems & Operating Systems,Core
419,CE3205,Information Security,Computer Engineering,3,2,2,Cyber Security,Core
420,CE3206,Statistical Tools for Data Analysis,Computer Engineering,3,2,1,Statistics,Core
421,CE3207,Robotics and Automation,Computer Engineering,3,2,2,Artificial Intelligence,Elective
422,CE3208,Telecommunication Networks,Computer Engineering,3,2,2,Networking,Elective
423,CE3209,Complex Systems and Agent Technology,Computer Engineering,3,2,2,Artificial Intelligence,Elective
424,CE3210,Natural Language Processing,Computer Engineering,3,2,2,Artificial Intelligence,Elective
425,CE3211,Nature Inspired Computing,Computer Engineering,3,2,2,Artificial Intelligence,Elective
426,CE3212,Advanced Mobile Computing,Computer Engineering,3,2,2,Other,Elective
427,CE3213,Machine Learning,Computer Engineering,3,2,2,Artificial Intelligence,Elective
428,CE4101,VLSI Design and Fabrication,Computer Engineering,4,1,3,Systems & Operating Systems,Core
429,CE4102,Advanced Operating Systems,Computer Engineering,4,1,2,Systems & Operating Systems,Core
430,CE4103,Semiconductors and Solid State Devices,Computer Engineering,4,1,2,Systems & Operating Systems,Core
431,CE4104,High Performance Computing,Computer Engineering,4,1,2,Cloud Computing,Core
432,CE4105,Advanced Robotics,Computer Engineering,4,1,2,Artificial Intelligence,Elective
433,CE4106,Advanced Natural Language Processing,Computer Engineering,4,1,2,Artificial Intelligence,Elective
434,CE4107,Advanced IoT Systems,Computer Engineering,4,1,2,Systems & Operating Systems,Elective
435,CE4108,Deep Learning,Computer Engineering,4,1,2,Artificial Intelligence,Elective
436,CE4109,Agent Based Systems and Community Modeling,Computer Engineering,4,1,2,Artificial Intelligence,Elective
437,CE4110,Location Based Services,Computer Engineering,4,1,2,Other,Elective
438,CE4111,Artificial Cognitive Systems,Computer Engineering,4,1,2,Artificial Intelligence,Elective
439,CE4112,Software Quality Assurance,Computer Engineering,4,1,2,Software Engineering,Elective
440,CE4113,Individual Research Project,Computer Engineering,4,1,2,Other,Core
441,CE4114,Entrepreneurship and Business Management,Computer Engineering,4,1,2,Other,Elective
442,CE4115,Social Aspects and Professional Practices,Computer Engineering,4,1,2,Other,NGPA
443,CE4201,Individual Research Project,Computer Engineering,4,2,7,Other,Core
444,CE4202,Industrial Training,Computer Engineering,4,2,6,Other,NGPA
