student_id,course_id,course_code,course_name,degree,year,semester,credits,subject_area,mark,grade,grade_point,status,archetype
193,23,IT3201,Machine Learning,Information Technology,3,2,4,Artificial Intelligence,54.1,C-,1.7,completed,struggling
193,24,IT3202,Network Security,Information Technology,3,2,3,Cyber Security,49.2,D,1.0,completed,struggling
193,25,IT3203,Advanced Database Systems,Information Technology,3,2,3,Database,66.6,B-,2.7,completed,struggling
193,26,IT3204,Data Mining,Information Technology,3,2,3,Data Analysis,41.1,D,1.0,completed,struggling
193,27,IT3205,Software Testing and QA,Information Technology,3,2,3,Software Engineering,40.9,D,1.0,completed,struggling
194,1,IT1101,Introduction to Programming,Information Technology,1,1,4,Programming,77.1,B+,3.3,completed,cyber_security
194,2,IT1102,Mathematics for Computing I,Information Technology,1,1,3,Mathematics,78.5,B+,3.3,completed,cyber_security
194,3,IT1103,Computer Systems Fundamentals,Information Technology,1,1,3,Systems & Operating Systems,82.0,A-,3.7,completed,cyber_security
194,4,IT1104,Introduction to IT,Information Technology,1,1,3,Other,54.2,C-,1.7,completed,cyber_security
194,5,IT1201,Object-Oriented Programming,Information Technology,1,2,4,Programming,78.7,B+,3.3,completed,cyber_security
194,6,IT1202,Mathematics for Computing II,Information Technology,1,2,3,Mathematics,82.6,A-,3.7,completed,cyber_security
194,7,IT1203,Database Fundamentals,Information Technology,1,2,4,Database,58.1,C,2.0,completed,cyber_security
194,8,IT1204,Introduction to Networking,Information Technology,1,2,3,Networking,100.0,A+,4.0,completed,cyber_security
194,9,IT2101,Data Structures and Algorithms,Information Technology,2,1,4,Algorithms & Data Structures,69.5,B,3.0,completed,cyber_security
194,10,IT2102,Probability and Statistics,Information Technology,2,1,3,Statistics,60.9,C+,2.3,completed,cyber_security
194,11,IT2103,Operating Systems,Information Technology,2,1,3,Systems & Operating Systems,100.0,A+,4.0,completed,cyber_security
194,12,IT2104,Software Engineering Principles,Information Technology,2,1,3,Software Engineering,56.0,C,2.0,completed,cyber_security
194,13,IT2201,Advanced Programming,Information Technology,2,2,4,Programming,61.5,C+,2.3,completed,cyber_security
194,14,IT2202,Database Management Systems,Information Technology,2,2,4,Database,43.2,D,1.0,completed,cyber_security
194,15,IT2203,Computer Networks,Information Technology,2,2,3,Networking,86.2,A,4.0,completed,cyber_security
194,16,IT2204,Statistical Methods,Information Technology,2,2,3,Statistics,40.3,D,1.0,completed,cyber_security
194,17,IT2205,Web Technologies,Information Technology,2,2,3,Other,56.6,C,2.0,completed,cyber_security
194,18,IT3101,Artificial Intelligence,Information Technology,3,1,4,Artificial Intelligence,81.2,A-,3.7,completed,cyber_security
194,19,IT3102,Information Security,Information Technology,3,1,3,Cyber Security,79.5,A-,3.7,completed,cyber_security
194,20,IT3103,Software Design and Architecture,Information Technology,3,1,3,Software Engineering,71.3,B,3.0,completed,cyber_security
194,21,IT3104,Data Analysis and Visualization,Information Technology,3,1,3,Data Analysis,34.0,F,0.0,completed,cyber_security
194,22,IT3105,Cloud Computing Fundamentals,Information Technology,3,1,3,Cloud Computing,63.0,C+,2.3,completed,cyber_security
194,23,IT3201,Machine Learning,Information Technology,3,2,4,Artificial Intelligence,70.1,B,3.0,completed,cyber_security
194,24,IT3202,Network Security,Information Technology,3,2,3,Cyber Security,100.0,A+,4.0,completed,cyber_security
194,25,IT3203,Advanced Database Systems,Information Technology,3,2,3,Database,91.0,A+,4.0,completed,cyber_security
194,26,IT3204,Data Mining,Information Technology,3,2,3,Data Analysis,60.0,C+,2.3,completed,cyber_security
194,27,IT3205,Software Testing and QA,Information Technology,3,2,3,Software Engineering,75.3,B+,3.3,completed,cyber_security
194,28,IT4101,Advanced AI Applications,Information Technology,4,1,4,Artificial Intelligence,57.9,C,2.0,completed,cyber_security
194,29,IT4102,Ethical Hacking and Penetration Testing,Information Technology,4,1,3,Cyber Security,85.9,A,4.0,completed,cyber_security
194,30,IT4103,Distributed Systems,Information Technology,4,1,3,Cloud Computing,67.4,B-,2.7,completed,cyber_security
194,31,IT4104,Big Data Analytics,Information Technology,4,1,3,Data Analysis,43.3,D,1.0,completed,cyber_security
194,32,IT4105,Advanced Algorithms,Information Technology,4,1,3,Algorithms & Data Structures,56.2,C,2.0,completed,cyber_security
195,1,IT1101,Introduction to Programming,Information Technology,1,1,4,Programming,86.5,A,4.0,completed,database_engineering
195,2,IT1102,Mathematics for Computing I,Information Technology,1,1,3,Mathematics,45.2,D,1.0,completed,database_engineering
195,3,IT1103,Computer Systems Fundamentals,Information Technology,1,1,3,Systems & Operating Systems,63.3,C+,2.3,completed,database_engineering
195,4,IT1104,Introduction to IT,Information Technology,1,1,3,Other,61.8,C+,2.3,completed,database_engineering
195,5,IT1201,Object-Oriented Programming,Information Technology,1,2,4,Programming,46.1,D,1.0,completed,database_engineering
195,6,IT1202,Mathematics for Computing II,Information Technology,1,2,3,Mathematics,67.0,B-,2.7,completed,database_engineering
195,7,IT1203,Database Fundamentals,Information Technology,1,2,4,Database,74.5,B,3.0,completed,database_engineering
195,8,IT1204,Introduction to Networking,Information Technology,1,2,3,Networking,39.3,F,0.0,completed,database_engineering
195,9,IT2101,Data Structures and Algorithms,Information Technology,2,1,4,Algorithms & Data Structures,64.7,B-,2.7,completed,database_engineering
195,10,IT2102,Probability and Statistics,Information Technology,2,1,3,Statistics,73.6,B,3.0,completed,database_engineering
195,11,IT2103,Operating Systems,Information Technology,2,1,3,Systems & Operating Systems,57.6,C,2.0,completed,database_engineering
195,12,IT2104,Software Engineering Principles,Information Technology,2,1,3,Software Engineering,59.3,C,2.0,completed,database_engineering
195,13,IT2201,Advanced Programming,Information Technology,2,2,4,Programming,42.1,D,1.0,completed,database_engineering
195,14,IT2202,Database Management Systems,Information Technology,2,2,4,Database,79.8,A-,3.7,completed,database_engineering
195,15,IT2203,Computer Networks,Information Technology,2,2,3,Networking,56.0,C,2.0,completed,database_engineering
195,16,IT2204,Statistical Methods,Information Technology,2,2,3,Statistics,80.4,A-,3.7,completed,database_engineering
195,17,IT2205,Web Technologies,Information Technology,2,2,3,Other,54.1,C-,1.7,completed,database_engineering
196,1,IT1101,Introduction to Programming,Information Technology,1,1,4,Programming,29.5,F,0.0,failed,balanced
196,2,IT1102,Mathematics for Computing I,Information Technology,1,1,3,Mathematics,50.2,C-,1.7,completed,balanced
196,3,IT1103,Computer Systems Fundamentals,Information Technology,1,1,3,Systems & Operating Systems,48.3,D,1.0,completed,balanced
196,4,IT1104,Introduction to IT,Information Technology,1,1,3,Other,31.5,F,0.0,completed,balanced
196,5,IT1201,Object-Oriented Programming,Information Technology,1,2,4,Programming,48.8,D,1.0,completed,balanced
196,6,IT1202,Mathematics for Computing II,Information Technology,1,2,3,Mathematics,18.9,F,0.0,failed,balanced
196,7,IT1203,Database Fundamentals,Information Technology,1,2,4,Database,52.9,C-,1.7,completed,balanced
196,8,IT1204,Introduction to Networking,Information Technology,1,2,3,Networking,55.0,C,2.0,completed,balanced
196,9,IT2101,Data Structures and Algorithms,Information Technology,2,1,4,Algorithms & Data Structures,44.9,D,1.0,completed,balanced
196,10,IT2102,Probability and Statistics,Information Technology,2,1,3,Statistics,60.4,C+,2.3,completed,balanced
196,12,IT2104,Software Engineering Principles,Information Technology,2,1,3,Software Engineering,24.8,F,0.0,failed,balanced
196,13,IT2201,Advanced Programming,Information Technology,2,2,4,Programming,32.6,F,0.0,completed,balanced
196,14,IT2202,Database Management Systems,Information Technology,2,2,4,Database,55.8,C,2.0,completed,balanced
196,15,IT2203,Computer Networks,Information Technology,2,2,3,Networking,17.9,F,0.0,failed,balanced
196,16,IT2204,Statistical Methods,Information Technology,2,2,3,Statistics,72.7,B,3.0,completed,balanced
196,17,IT2205,Web Technologies,Information Technology,2,2,3,Other,51.8,C-,1.7,completed,balanced
196,18,IT3101,Artificial Intelligence,Information Technology,3,1,4,Artificial Intelligence,57.5,C,2.0,completed,balanced
196,19,IT3102,Information Security,Information Technology,3,1,3,Cyber Security,37.7,F,0.0,withdrawn,balanced
196,20,IT3103,Software Design and Architecture,Information Technology,3,1,3,Software Engineering,22.6,F,0.0,failed,balanced
196,21,IT3104,Data Analysis and Visualization,Information Technology,3,1,3,Data Analysis,42.2,D,1.0,completed,balanced
196,22,IT3105,Cloud Computing Fundamentals,Information Technology,3,1,3,Cloud Computing,33.3,F,0.0,completed,balanced
196,23,IT3201,Machine Learning,Information Technology,3,2,4,Artificial Intelligence,20.9,F,0.0,failed,balanced
196,24,IT3202,Network Security,Information Technology,3,2,3,Cyber Security,38.2,F,0.0,completed,balanced
196,25,IT3203,Advanced Database Systems,Information Technology,3,2,3,Database,58.2,C,2.0,completed,balanced
196,26,IT3204,Data Mining,Information Technology,3,2,3,Data Analysis,23.1,F,0.0,failed,balanced
197,51,CS1101,Intro to Computer Science,Computer Science,1,1,4,Programming,60.8,C+,2.3,completed,networking_cloud
197,52,CS1102,Calculus I,Computer Science,1,1,3,Mathematics,80.6,A-,3.7,completed,networking_cloud
197,53,CS1103,Computer Organization,Computer Science,1,1,3,Systems & Operating Systems,78.8,B+,3.3,completed,networking_cloud
197,54,CS1104,Academic Skills for CS,Computer Science,1,1,3,Other,55.2,C,2.0,completed,networking_cloud
197,55,CS1201,Programming Paradigms,Computer Science,1,2,4,Programming,82.7,A-,3.7,completed,networking_cloud
197,56,CS1202,Calculus II,Computer Science,1,2,3,Mathematics,46.4,D,1.0,completed,networking_cloud
197,57,CS1203,Introduction to Databases,Computer Science,1,2,4,Database,72.3,B,3.0,completed,networking_cloud
197,58,CS1204,Networking Basics,Computer Science,1,2,3,Networking,86.9,A,4.0,completed,networking_cloud
197,59,CS2101,Data Structures,Computer Science,2,1,4,Algorithms & Data Structures,47.5,D,1.0,completed,networking_cloud
197,60,CS2102,Probability and Statistics,Computer Science,2,1,3,Statistics,40.4,D,1.0,completed,networking_cloud
197,61,CS2103,Operating Systems Concepts,Computer Science,2,1,3,Systems & Operating Systems,73.4,B,3.0,completed,networking_cloud
197,62,CS2104,Software Engineering I,Computer Science,2,1,3,Software Engineering,66.5,B-,2.7,completed,networking_cloud
197,63,CS2201,Algorithm Design,Computer Science,2,2,4,Algorithms & Data Structures,78.8,B+,3.3,completed,networking_cloud
197,64,CS2202,Advanced Databases,Computer Science,2,2,4,Database,61.5,C+,2.3,completed,networking_cloud
197,65,CS2203,Data Communications,Computer Science,2,2,3,Networking,82.6,A-,3.7,completed,networking_cloud
197,66,CS2204,Statistical Computing,Computer Science,2,2,3,Statistics,77.1,B+,3.3,completed,networking_cloud
197,67,CS3101,Artificial Intelligence Fundamentals,Computer Science,3,1,4,Artificial Intelligence,65.7,B-,2.7,completed,networking_cloud
197,68,CS3102,Cyber Security Principles,Computer Science,3,1,3,Cyber Security,72.0,B,3.0,completed,networking_cloud
197,69,CS3103,Software Architecture,Computer Science,3,1,3,Software Engineering,81.9,A-,3.7,completed,networking_cloud
197,70,CS3104,Exploratory Data Analysis,Computer Science,3,1,3,Data Analysis,52.5,C-,1.7,completed,networking_cloud
197,71,CS3105,Cloud Infrastructure,Computer Science,3,1,3,Cloud Computing,100.0,A+,4.0,completed,networking_cloud
197,72,CS3201,Deep Learning Concepts,Computer Science,3,2,4,Artificial Intelligence,56.9,C,2.0,completed,networking_cloud
197,74,CS3203,Data Warehousing,Computer Science,3,2,3,Database,54.3,C-,1.7,completed,networking_cloud
197,75,CS3204,Predictive Analytics,Computer Science,3,2,3,Data Analysis,57.9,C,2.0,completed,networking_cloud
198,1,IT1101,Introduction to Programming,Information Technology,1,1,4,Programming,73.6,B,3.0,completed,database_engineering
198,2,IT1102,Mathematics for Computing I,Information Technology,1,1,3,Mathematics,82.7,A-,3.7,completed,database_engineering
198,3,IT1103,Computer Systems Fundamentals,Information Technology,1,1,3,Systems & Operating Systems,78.4,B+,3.3,completed,database_engineering
198,4,IT1104,Introduction to IT,Information Technology,1,1,3,Other,75.9,B+,3.3,completed,database_engineering
198,5,IT1201,Object-Oriented Programming,Information Technology,1,2,4,Programming,88.8,A,4.0,completed,database_engineering
198,6,IT1202,Mathematics for Computing II,Information Technology,1,2,3,Mathematics,76.2,B+,3.3,completed,database_engineering
198,7,IT1203,Database Fundamentals,Information Technology,1,2,4,Database,100.0,A+,4.0,completed,database_engineering
198,8,IT1204,Introduction to Networking,Information Technology,1,2,3,Networking,64.7,B-,2.7,completed,database_engineering
198,9,IT2101,Data Structures and Algorithms,Information Technology,2,1,4,Algorithms & Data Structures,83.2,A-,3.7,completed,database_engineering
198,10,IT2102,Probability and Statistics,Information Technology,2,1,3,Statistics,98.5,A+,4.0,completed,database_engineering
198,11,IT2103,Operating Systems,Information Technology,2,1,3,Systems & Operating Systems,71.4,B,3.0,completed,database_engineering
198,12,IT2104,Software Engineering Principles,Information Technology,2,1,3,Software Engineering,70.7,B,3.0,completed,database_engineering
198,13,IT2201,Advanced Programming,Information Technology,2,2,4,Programming,98.7,A+,4.0,completed,database_engineering
198,14,IT2202,Database Management Systems,Information Technology,2,2,4,Database,81.9,A-,3.7,completed,database_engineering
198,15,IT2203,Computer Networks,Information Technology,2,2,3,Networking,50.8,C-,1.7,completed,database_engineering
198,16,IT2204,Statistical Methods,Information Technology,2,2,3,Statistics,74.4,B,3.0,completed,database_engineering
198,17,IT2205,Web Technologies,Information Technology,2,2,3,Other,74.0,B,3.0,completed,database_engineering
198,18,IT3101,Artificial Intelligence,Information Technology,3,1,4,Artificial Intelligence,68.6,B-,2.7,completed,database_engineering
198,19,IT3102,Information Security,Information Technology,3,1,3,Cyber Security,54.5,C-,1.7,completed,database_engineering
198,20,IT3103,Software Design and Architecture,Information Technology,3,1,3,Software Engineering,64.0,C+,2.3,completed,database_engineering
198,21,IT3104,Data Analysis and Visualization,Information Technology,3,1,3,Data Analysis,100.0,A+,4.0,completed,database_engineering
198,22,IT3105,Cloud Computing Fundamentals,Information Technology,3,1,3,Cloud Computing,63.4,C+,2.3,completed,database_engineering
198,23,IT3201,Machine Learning,Information Technology,3,2,4,Artificial Intelligence,70.4,B,3.0,completed,database_engineering
198,24,IT3202,Network Security,Information Technology,3,2,3,Cyber Security,78.9,B+,3.3,completed,database_engineering
198,25,IT3203,Advanced Database Systems,Information Technology,3,2,3,Database,100.0,A+,4.0,completed,database_engineering
198,26,IT3204,Data Mining,Information Technology,3,2,3,Data Analysis,94.0,A+,4.0,completed,database_engineering
198,27,IT3205,Software Testing and QA,Information Technology,3,2,3,Software Engineering,64.8,B-,2.7,completed,database_engineering
199,1,IT1101,Introduction to Programming,Information Technology,1,1,4,Programming,56.4,C,2.0,completed,struggling
199,2,IT1102,Mathematics for Computing I,Information Technology,1,1,3,Mathematics,67.7,B-,2.7,completed,struggling
199,4,IT1104,Introduction to IT,Information Technology,1,1,3,Other,58.4,C,2.0,completed,struggling
199,5,IT1201,Object-Oriented Programming,Information Technology,1,2,4,Programming,50.7,C-,1.7,completed,struggling
199,6,IT1202,Mathematics for Computing II,Information Technology,1,2,3,Mathematics,62.0,C+,2.3,completed,struggling
199,7,IT1203,Database Fundamentals,Information Technology,1,2,4,Database,43.5,D,1.0,completed,struggling
199,8,IT1204,Introduction to Networking,Information Technology,1,2,3,Networking,50.5,C-,1.7,completed,struggling
199,9,IT2101,Data Structures and Algorithms,Information Technology,2,1,4,Algorithms & Data Structures,53.2,C-,1.7,completed,struggling
199,10,IT2102,Probability and Statistics,Information Technology,2,1,3,Statistics,54.6,C,2.0,completed,struggling
199,11,IT2103,Operating Systems,Information Technology,2,1,3,Systems & Operating Systems,52.7,C-,1.7,completed,struggling
199,12,IT2104,Software Engineering Principles,Information Technology,2,1,3,Software Engineering,73.2,B,3.0,completed,struggling
199,13,IT2201,Advanced Programming,Information Technology,2,2,4,Programming,49.9,C-,1.7,completed,struggling
199,14,IT2202,Database Management Systems,Information Technology,2,2,4,Database,52.9,C-,1.7,completed,struggling
199,15,IT2203,Computer Networks,Information Technology,2,2,3,Networking,47.1,D,1.0,completed,struggling
199,16,IT2204,Statistical Methods,Information Technology,2,2,3,Statistics,50.1,C-,1.7,completed,struggling
199,17,IT2205,Web Technologies,Information Technology,2,2,3,Other,69.0,B-,2.7,completed,struggling
200,35,SE1101,Programming Fundamentals,Software Engineering,1,1,4,Programming,65.7,B-,2.7,completed,networking_cloud
200,36,SE1102,Discrete Mathematics,Software Engineering,1,1,3,Mathematics,34.8,F,0.0,withdrawn,networking_cloud
200,37,SE1103,Digital Logic and Systems,Software Engineering,1,1,3,Systems & Operating Systems,88.8,A,4.0,completed,networking_cloud
200,38,SE1104,Engineering Principles,Software Engineering,1,1,3,Other,69.5,B,3.0,completed,networking_cloud
200,39,SE1201,Advanced OOP,Software Engineering,1,2,4,Programming,82.5,A-,3.7,completed,networking_cloud
200,41,SE1203,Database Design,Software Engineering,1,2,4,Database,48.5,D,1.0,completed,networking_cloud
200,42,SE1204,Network Essentials,Software Engineering,1,2,3,Networking,86.7,A,4.0,completed,networking_cloud
200,43,SE2101,Algorithms and Complexity,Software Engineering,2,1,4,Algorithms & Data Structures,55.2,C,2.0,completed,networking_cloud
200,44,SE2102,Statistics for Engineers,Software Engineering,2,1,3,Statistics,51.3,C-,1.7,completed,networking_cloud
200,45,SE2103,Systems Programming,Software Engineering,2,1,3,Systems & Operating Systems,62.5,C+,2.3,completed,networking_cloud
200,47,SE2201,Software Design Patterns,Software Engineering,2,2,4,Software Engineering,58.5,C,2.0,completed,networking_cloud
200,48,SE2202,Database Administration,Software Engineering,2,2,4,Database,56.6,C,2.0,completed,networking_cloud
200,49,SE2203,Network Architecture,Software Engineering,2,2,3,Networking,59.1,C,2.0,completed,networking_cloud
200,50,SE2204,Applied Statistics,Software Engineering,2,2,3,Statistics,89.7,A+,4.0,completed,networking_cloud
201,51,CS1101,Intro to Computer Science,Computer Science,1,1,4,Programming,48.6,D,1.0,completed,struggling
201,52,CS1102,Calculus I,Computer Science,1,1,3,Mathematics,55.8,C,2.0,completed,struggling
201,53,CS1103,Computer Organization,Computer Science,1,1,3,Systems & Operating Systems,27.5,F,0.0,failed,struggling
201,54,CS1104,Academic Skills for CS,Computer Science,1,1,3,Other,54.5,C-,1.7,completed,struggling
201,55,CS1201,Programming Paradigms,Computer Science,1,2,4,Programming,77.2,B+,3.3,completed,struggling
201,56,CS1202,Calculus II,Computer Science,1,2,3,Mathematics,74.4,B,3.0,completed,struggling
201,57,CS1203,Introduction to Databases,Computer Science,1,2,4,Database,57.7,C,2.0,completed,struggling
201,58,CS1204,Networking Basics,Computer Science,1,2,3,Networking,51.1,C-,1.7,completed,struggling
201,59,CS2101,Data Structures,Computer Science,2,1,4,Algorithms & Data Structures,61.6,C+,2.3,completed,struggling
201,60,CS2102,Probability and Statistics,Computer Science,2,1,3,Statistics,76.2,B+,3.3,completed,struggling
201,61,CS2103,Operating Systems Concepts,Computer Science,2,1,3,Systems & Operating Systems,47.6,D,1.0,completed,struggling
201,62,CS2104,Software Engineering I,Computer Science,2,1,3,Software Engineering,83.3,A-,3.7,completed,struggling
201,63,CS2201,Algorithm Design,Computer Science,2,2,4,Algorithms & Data Structures,70.1,B,3.0,completed,struggling
201,64,CS2202,Advanced Databases,Computer Science,2,2,4,Database,60.0,C+,2.3,completed,struggling
201,65,CS2203,Data Communications,Computer Science,2,2,3,Networking,46.8,D,1.0,completed,struggling
201,66,CS2204,Statistical Computing,Computer Science,2,2,3,Statistics,70.1,B,3.0,completed,struggling
201,67,CS3101,Artificial Intelligence Fundamentals,Computer Science,3,1,4,Artificial Intelligence,82.3,A-,3.7,completed,struggling
201,68,CS3102,Cyber Security Principles,Computer Science,3,1,3,Cyber Security,57.9,C,2.0,completed,struggling
201,69,CS3103,Software Architecture,Computer Science,3,1,3,Software Engineering,68.3,B-,2.7,completed,struggling
201,70,CS3104,Exploratory Data Analysis,Computer Science,3,1,3,Data Analysis,65.4,B-,2.7,completed,struggling
201,71,CS3105,Cloud Infrastructure,Computer Science,3,1,3,Cloud Computing,60.6,C+,2.3,completed,struggling
202,35,SE1101,Programming Fundamentals,Software Engineering,1,1,4,Programming,90.5,A+,4.0,completed,software_engineering
202,36,SE1102,Discrete Mathematics,Software Engineering,1,1,3,Mathematics,50.4,C-,1.7,completed,software_engineering
202,37,SE1103,Digital Logic and Systems,Software Engineering,1,1,3,Systems & Operating Systems,71.2,B,3.0,completed,software_engineering
202,38,SE1104,Engineering Principles,Software Engineering,1,1,3,Other,65.3,B-,2.7,completed,software_engineering
202,39,SE1201,Advanced OOP,Software Engineering,1,2,4,Programming,90.8,A+,4.0,completed,software_engineering
202,41,SE1203,Database Design,Software Engineering,1,2,4,Database,73.9,B,3.0,completed,software_engineering
202,42,SE1204,Network Essentials,Software Engineering,1,2,3,Networking,54.0,C-,1.7,completed,software_engineering
203,1,IT1101,Introduction to Programming,Information Technology,1,1,4,Programming,73.1,B,3.0,completed,data_science
203,2,IT1102,Mathematics for Computing I,Information Technology,1,1,3,Mathematics,72.7,B,3.0,completed,data_science
203,3,IT1103,Computer Systems Fundamentals,Information Technology,1,1,3,Systems & Operating Systems,74.1,B,3.0,completed,data_science
203,4,IT1104,Introduction to IT,Information Technology,1,1,3,Other,49.8,C-,1.7,completed,data_science
203,5,IT1201,Object-Oriented Programming,Information Technology,1,2,4,Programming,88.3,A,4.0,completed,data_science
203,6,IT1202,Mathematics for Computing II,Information Technology,1,2,3,Mathematics,71.3,B,3.0,completed,data_science
203,7,IT1203,Database Fundamentals,Information Technology,1,2,4,Database,72.4,B,3.0,completed,data_science
203,8,IT1204,Introduction to Networking,Information Technology,1,2,3,Networking,71.9,B,3.0,completed,data_science
203,10,IT2102,Probability and Statistics,Information Technology,2,1,3,Statistics,64.4,C+,2.3,completed,data_science
203,11,IT2103,Operating Systems,Information Technology,2,1,3,Systems & Operating Systems,68.2,B-,2.7,completed,data_science
203,12,IT2104,Software Engineering Principles,Information Technology,2,1,3,Software Engineering,50.2,C-,1.7,completed,data_science
203,13,IT2201,Advanced Programming,Information Technology,2,2,4,Programming,100.0,A+,4.0,completed,data_science
203,14,IT2202,Database Management Systems,Information Technology,2,2,4,Database,73.4,B,3.0,completed,data_science
203,15,IT2203,Computer Networks,Information Technology,2,2,3,Networking,81.6,A-,3.7,completed,data_science
203,16,IT2204,Statistical Methods,Information Technology,2,2,3,Statistics,93.1,A+,4.0,completed,data_science
203,17,IT2205,Web Technologies,Information Technology,2,2,3,Other,79.6,A-,3.7,completed,data_science
204,1,IT1101,Introduction to Programming,Information Technology,1,1,4,Programming,76.6,B+,3.3,completed,balanced
204,2,IT1102,Mathematics for Computing I,Information Technology,1,1,3,Mathematics,67.4,B-,2.7,completed,balanced
204,3,IT1103,Computer Systems Fundamentals,Information Technology,1,1,3,Systems & Operating Systems,66.6,B-,2.7,completed,balanced
204,4,IT1104,Introduction to IT,Information Technology,1,1,3,Other,71.7,B,3.0,completed,balanced
204,5,IT1201,Object-Oriented Programming,Information Technology,1,2,4,Programming,100.0,A+,4.0,completed,balanced
204,6,IT1202,Mathematics for Computing II,Information Technology,1,2,3,Mathematics,89.6,A+,4.0,completed,balanced
204,7,IT1203,Database Fundamentals,Information Technology,1,2,4,Database,77.0,B+,3.3,completed,balanced
204,8,IT1204,Introduction to Networking,Information Technology,1,2,3,Networking,77.4,B+,3.3,completed,balanced
204,9,IT2101,Data Structures and Algorithms,Information Technology,2,1,4,Algorithms & Data Structures,75.0,B+,3.3,completed,balanced
204,10,IT2102,Probability and Statistics,Information Technology,2,1,3,Statistics,96.8,A+,4.0,completed,balanced
204,11,IT2103,Operating Systems,Information Technology,2,1,3,Systems & Operating Systems,66.7,B-,2.7,completed,balanced
204,12,IT2104,Software Engineering Principles,Information Technology,2,1,3,Software Engineering,82.8,A-,3.7,completed,balanced
204,13,IT2201,Advanced Programming,Information Technology,2,2,4,Programming,79.7,A-,3.7,completed,balanced
204,14,IT2202,Database Management Systems,Information Technology,2,2,4,Database,90.6,A+,4.0,completed,balanced
204,15,IT2203,Computer Networks,Information Technology,2,2,3,Networking,79.3,B+,3.3,completed,balanced
204,17,IT2205,Web Technologies,Information Technology,2,2,3,Other,84.3,A-,3.7,completed,balanced
204,18,IT3101,Artificial Intelligence,Information Technology,3,1,4,Artificial Intelligence,84.1,A-,3.7,completed,balanced
204,19,IT3102,Information Security,Information Technology,3,1,3,Cyber Security,94.1,A+,4.0,completed,balanced
204,20,IT3103,Software Design and Architecture,Information Technology,3,1,3,Software Engineering,92.5,A+,4.0,completed,balanced
204,21,IT3104,Data Analysis and Visualization,Information Technology,3,1,3,Data Analysis,100.0,A+,4.0,completed,balanced
204,22,IT3105,Cloud Computing Fundamentals,Information Technology,3,1,3,Cloud Computing,82.5,A-,3.7,completed,balanced
204,23,IT3201,Machine Learning,Information Technology,3,2,4,Artificial Intelligence,82.0,A-,3.7,completed,balanced
204,24,IT3202,Network Security,Information Technology,3,2,3,Cyber Security,71.3,B,3.0,completed,balanced
204,25,IT3203,Advanced Database Systems,Information Technology,3,2,3,Database,98.1,A+,4.0,completed,balanced
204,26,IT3204,Data Mining,Information Technology,3,2,3,Data Analysis,69.5,B,3.0,completed,balanced
204,27,IT3205,Software Testing and QA,Information Technology,3,2,3,Software Engineering,78.8,B+,3.3,completed,balanced
204,28,IT4101,Advanced AI Applications,Information Technology,4,1,4,Artificial Intelligence,62.2,C+,2.3,completed,balanced
204,29,IT4102,Ethical Hacking and Penetration Testing,Information Technology,4,1,3,Cyber Security,97.6,A+,4.0,completed,balanced
204,30,IT4103,Distributed Systems,Information Technology,4,1,3,Cloud Computing,92.5,A+,4.0,completed,balanced
204,31,IT4104,Big Data Analytics,Information Technology,4,1,3,Data Analysis,91.8,A+,4.0,completed,balanced
204,32,IT4105,Advanced Algorithms,Information Technology,4,1,3,Algorithms & Data Structures,87.7,A,4.0,completed,balanced
205,1,IT1101,Introduction to Programming,Information Technology,1,1,4,Programming,40.8,D,1.0,completed,networking_cloud
205,2,IT1102,Mathematics for Computing I,Information Technology,1,1,3,Mathematics,78.4,B+,3.3,completed,networking_cloud
205,3,IT1103,Computer Systems Fundamentals,Information Technology,1,1,3,Systems & Operating Systems,91.8,A+,4.0,completed,networking_cloud
205,4,IT1104,Introduction to IT,Information Technology,1,1,3,Other,91.5,A+,4.0,completed,networking_cloud
205,5,IT1201,Object-Oriented Programming,Information Technology,1,2,4,Programming,60.2,C+,2.3,completed,networking_cloud
205,6,IT1202,Mathematics for Computing II,Information Technology,1,2,3,Mathematics,81.2,A-,3.7,completed,networking_cloud
205,7,IT1203,Database Fundamentals,Information Technology,1,2,4,Database,62.8,C+,2.3,completed,networking_cloud
205,8,IT1204,Introduction to Networking,Information Technology,1,2,3,Networking,100.0,A+,4.0,completed,networking_cloud
206,52,CS1102,Calculus I,Computer Science,1,1,3,Mathematics,58.4,C,2.0,completed,networking_cloud
206,53,CS1103,Computer Organization,Computer Science,1,1,3,Systems & Operating Systems,74.6,B+,3.3,completed,networking_cloud
206,54,CS1104,Academic Skills for CS,Computer Science,1,1,3,Other,47.9,D,1.0,completed,networking_cloud
206,55,CS1201,Programming Paradigms,Computer Science,1,2,4,Programming,90.4,A+,4.0,completed,networking_cloud
206,56,CS1202,Calculus II,Computer Science,1,2,3,Mathematics,41.1,D,1.0,completed,networking_cloud
206,57,CS1203,Introduction to Databases,Computer Science,1,2,4,Database,48.8,D,1.0,completed,networking_cloud
206,58,CS1204,Networking Basics,Computer Science,1,2,3,Networking,100.0,A+,4.0,completed,networking_cloud
206,59,CS2101,Data Structures,Computer Science,2,1,4,Algorithms & Data Structures,67.3,B-,2.7,completed,networking_cloud
206,60,CS2102,Probability and Statistics,Computer Science,2,1,3,Statistics,70.9,B,3.0,completed,networking_cloud
